Date,first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2014-09-18,2,4,19,35,37,41,Thursday,9,18,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.8743466161445822,-0.4853019625310808
2014-09-16,3,18,20,22,26,35,Tuesday,9,16,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.9948693233918952,-0.10116832198743204
2014-09-13,7,16,22,28,29,41,Saturday,9,13,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
2014-09-11,19,20,22,25,30,39,Thursday,9,11,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.6121059825476626,0.7907757369376989
2014-09-09,1,12,13,20,24,36,Tuesday,9,9,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.2506525322587204,0.9680771188662043
2014-09-06,15,21,27,39,40,42,Saturday,9,6,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
2014-09-04,1,4,24,28,29,41,Thursday,9,4,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.6889669190756866,0.72479278722912
2014-09-02,4,8,22,28,29,40,Tuesday,9,2,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.9189578116202306,0.39435585511331855
2014-08-30,5,9,10,12,17,28,Saturday,8,30,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9795299412524943,-0.20129852008866114
2014-08-28,7,24,30,35,38,42,Thursday,8,28,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.8207634412072763,-0.5712682150947924
2014-08-26,1,7,24,28,34,42,Tuesday,8,26,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,-0.8486442574947509
2014-08-23,8,9,13,15,16,28,Saturday,8,23,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.05064916883871355,-0.9987165071710528
2014-08-21,12,27,32,34,35,38,Thursday,8,21,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.44039415155763423,-0.8978045395707417
2014-08-19,1,2,17,28,32,40,Tuesday,8,19,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.7587581226927911,-0.651372482722222
2014-08-16,8,19,22,26,38,40,Saturday,8,16,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9948693233918952,-0.10116832198743204
2014-08-14,5,20,27,29,32,34,Thursday,8,14,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9541392564000488,0.29936312297335804
2014-08-12,5,11,20,31,33,40,Tuesday,8,12,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.758758122692791,0.6513724827222223
2014-08-09,16,17,31,37,38,41,Saturday,8,9,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.2506525322587204,0.9680771188662043
2014-08-07,3,21,22,26,31,38,Thursday,8,7,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.1514277775045767,0.9884683243281114
2014-08-05,3,13,18,24,36,39,Tuesday,8,5,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,0.8486442574947509
2014-08-02,5,9,19,21,31,36,Saturday,8,2,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,0.39435585511331855
2014-07-31,9,17,22,23,29,35,Thursday,7,31,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,1.0,-2.4492935982947064e-16
2014-07-29,4,10,28,33,36,40,Tuesday,7,29,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,-0.3943558551133187
2014-07-26,6,11,26,33,38,41,Saturday,7,26,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,-0.8486442574947509
2014-07-24,3,5,15,16,24,37,Thursday,7,24,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.15142777750457667,-0.9884683243281114
2014-07-22,4,18,21,23,31,40,Tuesday,7,22,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,-0.2506525322587213,-0.9680771188662041
2014-07-19,3,15,26,29,35,42,Saturday,7,19,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.7587581226927911,-0.651372482722222
2014-07-17,2,4,21,31,34,36,Thursday,7,17,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,-0.2993631229733582
2014-07-15,1,7,12,17,19,31,Tuesday,7,15,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.994869323391895,0.10116832198743272
2014-07-12,3,23,32,34,38,39,Saturday,7,12,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.758758122692791,0.6513724827222223
2014-07-10,18,20,23,26,31,33,Thursday,7,10,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.4403941515576344,0.8978045395707416
2014-07-08,4,15,17,26,37,38,Tuesday,7,8,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.05064916883871264,0.9987165071710528
2014-07-05,8,11,21,27,37,39,Saturday,7,5,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,0.8486442574947509
2014-07-03,2,4,6,22,30,40,Thursday,7,3,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,0.5712682150947923
2014-07-01,6,22,30,32,37,39,Tuesday,7,1,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.9795299412524945,0.20129852008866006
2014-06-28,1,4,6,18,27,29,Saturday,6,28,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.8207634412072763,-0.5712682150947924
2014-06-26,13,16,18,27,30,31,Thursday,6,26,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.5289640103269624,-0.8486442574947509
2014-06-24,4,5,23,26,29,36,Tuesday,6,24,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
2014-06-21,12,14,17,21,26,38,Saturday,6,21,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.44039415155763423,-0.8978045395707417
2014-06-19,5,6,30,32,33,35,Thursday,6,19,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.7587581226927911,-0.651372482722222
2014-06-17,14,18,24,27,33,38,Tuesday,6,17,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2014-06-14,1,5,8,11,15,37,Saturday,6,14,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9541392564000488,0.29936312297335804
2014-06-12,4,17,23,27,33,41,Thursday,6,12,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.758758122692791,0.6513724827222223
2014-06-10,10,15,25,28,39,41,Tuesday,6,10,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
2014-06-07,17,26,30,31,33,38,Saturday,6,7,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.1514277775045767,0.9884683243281114
2014-06-05,4,8,14,22,23,35,Thursday,6,5,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.5289640103269624,0.8486442574947509
2014-06-03,4,5,9,17,23,28,Tuesday,6,3,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.8207634412072763,0.5712682150947923
2014-05-31,2,14,18,27,30,39,Saturday,5,31,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,1.0,-2.4492935982947064e-16
2014-05-29,4,5,10,12,30,31,Thursday,5,29,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9189578116202306,-0.3943558551133187
2014-05-27,13,17,21,38,40,42,Tuesday,5,27,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
2014-05-24,5,11,18,31,38,41,Saturday,5,24,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.15142777750457667,-0.9884683243281114
2014-05-22,6,12,14,16,17,20,Thursday,5,22,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.2506525322587213,-0.9680771188662041
2014-05-20,14,18,19,20,26,34,Tuesday,5,20,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.6121059825476627,-0.7907757369376986
2014-05-17,2,14,21,27,28,34,Saturday,5,17,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9541392564000488,-0.2993631229733582
2014-05-15,7,10,20,27,39,42,Thursday,5,15,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.994869323391895,0.10116832198743272
2014-05-13,5,15,16,19,29,40,Tuesday,5,13,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
2014-05-10,13,19,22,24,29,34,Saturday,5,10,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.4403941515576344,0.8978045395707416
2014-05-08,1,8,21,23,26,37,Thursday,5,8,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.05064916883871264,0.9987165071710528
2014-05-06,3,10,12,20,33,41,Tuesday,5,6,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
2014-05-03,12,14,18,19,22,27,Saturday,5,3,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.8207634412072763,0.5712682150947923
2014-05-01,28,29,34,37,40,41,Thursday,5,1,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9795299412524945,0.20129852008866006
2014-04-29,5,6,11,20,39,42,Tuesday,4,29,18,-0.9009688679024194,-0.43388373911755757,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
2014-04-26,13,18,20,26,27,32,Saturday,4,26,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.5289640103269624,-0.8486442574947509
2014-04-24,1,17,31,34,37,42,Thursday,4,24,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.15142777750457667,-0.9884683243281114
2014-04-22,5,11,22,30,33,41,Tuesday,4,22,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
2014-04-15,1,3,15,18,30,31,Tuesday,4,15,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.994869323391895,0.10116832198743272
2014-04-12,13,28,33,39,40,41,Saturday,4,12,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.758758122692791,0.6513724827222223
2014-04-10,2,7,19,27,41,42,Thursday,4,10,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.4403941515576344,0.8978045395707416
2014-04-08,2,5,14,28,30,37,Tuesday,4,8,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
2014-04-05,2,9,14,21,25,31,Saturday,4,5,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.5289640103269624,0.8486442574947509
2014-04-03,1,3,23,25,31,36,Thursday,4,3,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.8207634412072763,0.5712682150947923
2014-04-01,4,8,12,27,33,40,Tuesday,4,1,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.9795299412524945,0.20129852008866006
2014-03-29,7,13,16,23,29,32,Saturday,3,29,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.9189578116202306,-0.3943558551133187
2014-03-27,5,12,27,31,34,41,Thursday,3,27,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.6889669190756865,-0.72479278722912
2014-03-25,5,6,15,18,24,27,Tuesday,3,25,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.3473052528448203,-0.9377521321470804
2014-03-22,1,21,28,30,35,42,Saturday,3,22,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.2506525322587213,-0.9680771188662041
2014-03-20,8,10,11,13,16,32,Thursday,3,20,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.6121059825476627,-0.7907757369376986
2014-03-18,10,14,19,20,21,24,Tuesday,3,18,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.8743466161445822,-0.4853019625310808
2014-03-15,4,12,19,22,25,26,Saturday,3,15,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.994869323391895,0.10116832198743272
2014-03-13,1,5,15,20,21,23,Thursday,3,13,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.8743466161445821,0.48530196253108104
2014-03-11,6,12,25,34,38,40,Tuesday,3,11,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.6121059825476626,0.7907757369376989
2014-03-08,1,2,3,11,22,37,Saturday,3,8,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.05064916883871264,0.9987165071710528
2014-03-06,4,9,10,21,26,39,Thursday,3,6,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.3473052528448203,0.9377521321470804
2014-03-04,3,24,25,30,34,35,Tuesday,3,4,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.6889669190756866,0.72479278722912
2014-03-01,2,3,4,21,29,31,Saturday,3,1,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.9795299412524945,0.20129852008866006
2014-02-27,15,16,19,24,28,38,Thursday,2,27,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.6889669190756865,-0.72479278722912
2014-02-25,6,14,21,32,37,40,Tuesday,2,25,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.3473052528448203,-0.9377521321470804
2014-02-22,8,16,27,32,34,38,Saturday,2,22,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.2506525322587213,-0.9680771188662041
2014-02-20,6,8,10,20,26,35,Thursday,2,20,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.6121059825476627,-0.7907757369376986
2014-02-18,5,16,21,26,30,32,Tuesday,2,18,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.8743466161445822,-0.4853019625310808
2014-02-15,3,12,16,29,31,34,Saturday,2,15,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.994869323391895,0.10116832198743272
2014-02-13,5,11,21,25,39,41,Thursday,2,13,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.8743466161445821,0.48530196253108104
2014-02-11,20,22,29,35,41,42,Tuesday,2,11,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.6121059825476626,0.7907757369376989
2014-02-08,6,9,11,16,19,22,Saturday,2,8,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.05064916883871264,0.9987165071710528
2014-02-06,1,5,9,32,33,37,Thursday,2,6,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.3473052528448203,0.9377521321470804
2014-02-04,8,9,23,24,28,33,Tuesday,2,4,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.6889669190756866,0.72479278722912
2014-02-01,4,8,11,12,20,21,Saturday,2,1,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.9795299412524945,0.20129852008866006
2014-01-30,4,7,9,19,33,40,Thursday,1,30,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
2014-01-28,12,17,19,20,27,31,Tuesday,1,28,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.8207634412072763,-0.5712682150947924
2014-01-25,7,20,22,24,34,35,Saturday,1,25,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
2014-01-23,3,9,11,15,22,40,Thursday,1,23,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
2014-01-21,3,10,12,19,32,37,Tuesday,1,21,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.44039415155763423,-0.8978045395707417
2014-01-18,3,8,25,26,27,41,Saturday,1,18,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
2014-01-16,11,12,22,29,33,36,Thursday,1,16,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
2014-01-14,8,14,24,36,37,42,Tuesday,1,14,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9541392564000488,0.29936312297335804
2014-01-11,16,19,21,22,34,38,Saturday,1,11,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
2014-01-09,13,19,20,21,23,27,Thursday,1,9,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
2014-01-07,6,10,25,32,38,41,Tuesday,1,7,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,0.1514277775045767,0.9884683243281114
2014-01-04,6,7,18,26,33,40,Saturday,1,4,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
2014-01-02,4,10,14,15,16,39,Thursday,1,2,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
2013-12-31,14,19,29,37,38,41,Tuesday,12,31,1,0.6234898018587336,0.7818314824680298,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16
2013-12-28,3,11,16,31,34,41,Saturday,12,28,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.8207634412072763,-0.5712682150947924
2013-12-26,3,20,29,36,40,41,Thursday,12,26,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.5289640103269624,-0.8486442574947509
2013-12-24,1,15,16,20,24,41,Tuesday,12,24,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.15142777750457667,-0.9884683243281114
2013-12-21,2,4,25,32,34,38,Saturday,12,21,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.44039415155763423,-0.8978045395707417
2013-12-19,5,10,12,17,30,36,Thursday,12,19,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.7587581226927911,-0.651372482722222
2013-12-17,1,10,18,24,34,35,Tuesday,12,17,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.9541392564000488,-0.2993631229733582
2013-12-14,3,4,11,13,27,38,Saturday,12,14,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.9541392564000488,0.29936312297335804
2013-12-12,4,15,18,21,32,37,Thursday,12,12,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.758758122692791,0.6513724827222223
2013-12-10,12,19,21,25,38,42,Tuesday,12,10,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.4403941515576344,0.8978045395707416
2013-12-07,2,3,11,16,18,30,Saturday,12,7,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.1514277775045767,0.9884683243281114
2013-12-05,4,9,17,26,29,41,Thursday,12,5,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.5289640103269624,0.8486442574947509
2013-12-03,3,6,15,20,23,25,Tuesday,12,3,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.8207634412072763,0.5712682150947923
2013-11-30,1,7,24,33,40,42,Saturday,11,30,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.9795299412524943,-0.20129852008866114
2013-11-28,8,10,12,20,26,32,Thursday,11,28,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2013-11-26,1,2,15,22,34,36,Tuesday,11,26,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.5289640103269624,-0.8486442574947509
2013-11-23,15,17,18,30,35,40,Saturday,11,23,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.05064916883871355,-0.9987165071710528
2013-11-21,14,16,28,32,36,38,Thursday,11,21,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2013-11-19,10,26,32,36,40,41,Tuesday,11,19,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.7587581226927911,-0.651372482722222
2013-11-16,2,3,17,26,30,41,Saturday,11,16,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9948693233918952,-0.10116832198743204
2013-11-14,4,14,15,18,39,42,Thursday,11,14,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2013-11-12,3,5,16,24,25,32,Tuesday,11,12,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.758758122692791,0.6513724827222223
2013-11-09,2,3,8,28,30,42,Saturday,11,9,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.2506525322587204,0.9680771188662043
2013-11-07,4,18,19,20,22,41,Thursday,11,7,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2013-11-05,8,11,17,20,30,32,Tuesday,11,5,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.5289640103269624,0.8486442574947509
2013-11-02,1,7,24,25,30,37,Saturday,11,2,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.9189578116202306,0.39435585511331855
2013-10-31,4,6,7,14,30,35,Thursday,10,31,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,1.0,-2.4492935982947064e-16
2013-10-29,3,17,20,23,28,37,Tuesday,10,29,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,0.9189578116202306,-0.3943558551133187
2013-10-26,11,16,20,28,29,35,Saturday,10,26,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.5289640103269624,-0.8486442574947509
2013-10-24,4,12,20,21,22,25,Thursday,10,24,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.15142777750457667,-0.9884683243281114
2013-10-22,10,15,21,35,38,39,Tuesday,10,22,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,-0.2506525322587213,-0.9680771188662041
2013-10-19,7,11,15,18,19,33,Saturday,10,19,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.7587581226927911,-0.651372482722222
2013-10-17,18,23,25,35,39,40,Thursday,10,17,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.9541392564000488,-0.2993631229733582
2013-10-15,6,9,15,19,26,27,Tuesday,10,15,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.994869323391895,0.10116832198743272
2013-10-12,6,9,13,36,37,39,Saturday,10,12,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.758758122692791,0.6513724827222223
2013-10-10,9,16,19,27,35,42,Thursday,10,10,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.4403941515576344,0.8978045395707416
2013-10-08,3,4,19,24,31,37,Tuesday,10,8,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.05064916883871264,0.9987165071710528
2013-10-05,1,6,11,13,23,31,Saturday,10,5,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.5289640103269624,0.8486442574947509
2013-10-03,9,11,18,31,33,38,Thursday,10,3,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.8207634412072763,0.5712682150947923
2013-10-01,3,7,14,17,23,32,Tuesday,10,1,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.9795299412524945,0.20129852008866006
2013-09-28,2,18,26,35,38,40,Saturday,9,28,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.8207634412072763,-0.5712682150947924
2013-09-26,1,3,4,19,26,27,Thursday,9,26,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.8486442574947509
2013-09-24,11,14,22,31,33,34,Tuesday,9,24,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.15142777750457667,-0.9884683243281114
2013-09-21,2,5,8,20,25,39,Saturday,9,21,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.44039415155763423,-0.8978045395707417
2013-09-19,16,21,35,37,38,42,Thursday,9,19,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2013-09-17,5,9,22,27,32,36,Tuesday,9,17,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.9541392564000488,-0.2993631229733582
2013-09-14,1,9,28,30,31,34,Saturday,9,14,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.9541392564000488,0.29936312297335804
2013-09-12,8,12,23,24,25,40,Thursday,9,12,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.758758122692791,0.6513724827222223
2013-09-10,13,15,16,17,28,36,Tuesday,9,10,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.4403941515576344,0.8978045395707416
2013-09-07,21,24,27,29,32,40,Saturday,9,7,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.1514277775045767,0.9884683243281114
2013-09-05,6,11,23,31,35,40,Thursday,9,5,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2013-09-03,1,16,22,36,38,39,Tuesday,9,3,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.8207634412072763,0.5712682150947923
