Date,first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2020-01-25,10,20,31,34,38,41,Saturday,1,25,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
2020-01-23,2,4,9,22,25,40,Thursday,1,23,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
2020-01-21,7,9,11,19,36,37,Tuesday,1,21,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.44039415155763423,-0.8978045395707417
2020-01-18,5,10,12,18,35,42,Saturday,1,18,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
2020-01-16,11,13,14,15,20,21,Thursday,1,16,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
2020-01-14,13,20,33,34,39,40,Tuesday,1,14,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9541392564000488,0.29936312297335804
2020-01-11,5,16,17,21,29,30,Saturday,1,11,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
2020-01-09,11,18,28,30,31,40,Thursday,1,9,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
2020-01-07,2,12,14,27,31,35,Tuesday,1,7,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,0.1514277775045767,0.9884683243281114
2020-01-04,5,8,9,14,27,39,Saturday,1,4,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
2020-01-02,1,16,17,20,31,42,Thursday,1,2,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
2019-12-31,16,20,22,25,38,40,Tuesday,12,31,1,0.6234898018587336,0.7818314824680298,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16
2019-12-28,4,5,23,31,37,38,Saturday,12,28,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.8207634412072763,-0.5712682150947924
2019-12-26,4,5,17,19,20,25,Thursday,12,26,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.5289640103269624,-0.8486442574947509
2019-12-24,14,15,17,19,31,38,Tuesday,12,24,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.15142777750457667,-0.9884683243281114
2019-12-21,12,18,24,28,32,39,Saturday,12,21,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.44039415155763423,-0.8978045395707417
2019-12-19,2,6,11,22,26,33,Thursday,12,19,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.7587581226927911,-0.651372482722222
2019-12-17,2,6,20,30,33,42,Tuesday,12,17,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.9541392564000488,-0.2993631229733582
2019-12-14,1,10,19,25,37,42,Saturday,12,14,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.9541392564000488,0.29936312297335804
2019-12-12,3,4,10,14,31,37,Thursday,12,12,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.758758122692791,0.6513724827222223
2019-12-10,1,5,10,30,33,35,Tuesday,12,10,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.4403941515576344,0.8978045395707416
2019-12-07,6,9,17,20,31,34,Saturday,12,7,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.1514277775045767,0.9884683243281114
2019-12-05,1,2,12,30,35,40,Thursday,12,5,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.5289640103269624,0.8486442574947509
2019-12-03,1,12,17,23,26,34,Tuesday,12,3,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.8207634412072763,0.5712682150947923
2019-11-30,1,11,13,14,37,40,Saturday,11,30,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.9795299412524943,-0.20129852008866114
2019-11-28,2,4,10,34,38,40,Thursday,11,28,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2019-11-26,6,7,15,35,38,40,Tuesday,11,26,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.5289640103269624,-0.8486442574947509
2019-11-21,7,15,16,19,21,22,Thursday,11,21,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2019-11-19,2,3,5,9,40,41,Tuesday,11,19,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.7587581226927911,-0.651372482722222
2019-11-16,8,9,20,26,31,34,Saturday,11,16,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9948693233918952,-0.10116832198743204
2019-11-14,5,14,18,25,30,34,Thursday,11,14,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2019-11-12,7,10,16,17,24,27,Tuesday,11,12,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.758758122692791,0.6513724827222223
2019-11-09,10,11,14,15,26,27,Saturday,11,9,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.2506525322587204,0.9680771188662043
2019-11-07,5,13,24,33,36,42,Thursday,11,7,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2019-11-05,18,23,28,32,35,38,Tuesday,11,5,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.5289640103269624,0.8486442574947509
2019-11-02,4,8,29,34,36,38,Saturday,11,2,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.9189578116202306,0.39435585511331855
2019-10-31,5,6,12,14,39,42,Thursday,10,31,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,1.0,-2.4492935982947064e-16
2019-10-29,5,25,26,28,38,42,Tuesday,10,29,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,0.9189578116202306,-0.3943558551133187
2019-10-26,16,18,23,34,39,42,Saturday,10,26,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.5289640103269624,-0.8486442574947509
2019-10-24,11,14,15,31,38,42,Thursday,10,24,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.15142777750457667,-0.9884683243281114
2019-10-22,5,7,16,23,31,41,Tuesday,10,22,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,-0.2506525322587213,-0.9680771188662041
2019-10-19,3,10,25,26,38,42,Saturday,10,19,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.7587581226927911,-0.651372482722222
2019-10-17,7,10,13,17,26,40,Thursday,10,17,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.9541392564000488,-0.2993631229733582
2019-10-15,10,21,23,27,38,39,Tuesday,10,15,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.994869323391895,0.10116832198743272
2019-10-12,7,9,14,15,19,28,Saturday,10,12,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.758758122692791,0.6513724827222223
2019-10-10,9,10,13,18,27,42,Thursday,10,10,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.4403941515576344,0.8978045395707416
2019-10-08,18,20,24,26,30,34,Tuesday,10,8,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.05064916883871264,0.9987165071710528
2019-10-05,4,17,26,30,32,37,Saturday,10,5,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.5289640103269624,0.8486442574947509
2019-10-03,6,16,27,31,33,35,Thursday,10,3,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.8207634412072763,0.5712682150947923
2019-10-01,11,21,22,23,27,36,Tuesday,10,1,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.9795299412524945,0.20129852008866006
2019-09-28,7,24,25,26,27,37,Saturday,9,28,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.8207634412072763,-0.5712682150947924
2019-09-26,4,6,17,19,21,36,Thursday,9,26,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.8486442574947509
2019-09-24,6,16,25,33,34,35,Tuesday,9,24,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.15142777750457667,-0.9884683243281114
2019-09-21,3,6,26,31,32,42,Saturday,9,21,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.44039415155763423,-0.8978045395707417
2019-09-19,7,21,23,33,34,39,Thursday,9,19,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2019-09-17,3,4,5,18,37,42,Tuesday,9,17,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.9541392564000488,-0.2993631229733582
2019-09-14,3,26,33,34,38,42,Saturday,9,14,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.9541392564000488,0.29936312297335804
2019-09-12,3,17,25,30,31,37,Thursday,9,12,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.758758122692791,0.6513724827222223
2019-09-10,6,7,9,23,24,36,Tuesday,9,10,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.4403941515576344,0.8978045395707416
2019-09-07,10,17,28,31,34,40,Saturday,9,7,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.1514277775045767,0.9884683243281114
2019-09-05,15,16,19,20,39,40,Thursday,9,5,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2019-09-03,4,6,9,18,24,32,Tuesday,9,3,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.8207634412072763,0.5712682150947923
2019-08-31,21,22,33,35,36,41,Saturday,8,31,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,1.0,-2.4492935982947064e-16
2019-08-29,5,7,8,11,40,42,Thursday,8,29,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,-0.3943558551133187
2019-08-27,3,6,18,19,24,41,Tuesday,8,27,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.6889669190756865,-0.72479278722912
2019-08-24,2,10,13,14,17,36,Saturday,8,24,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.15142777750457667,-0.9884683243281114
2019-08-22,19,21,26,28,29,35,Thursday,8,22,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.2506525322587213,-0.9680771188662041
2019-08-20,7,8,15,16,19,23,Tuesday,8,20,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.6121059825476627,-0.7907757369376986
2019-08-17,10,13,22,30,38,40,Saturday,8,17,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9541392564000488,-0.2993631229733582
2019-08-15,6,16,21,27,33,37,Thursday,8,15,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.994869323391895,0.10116832198743272
2019-08-13,3,12,13,25,26,39,Tuesday,8,13,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.8743466161445821,0.48530196253108104
2019-08-10,18,21,23,29,34,39,Saturday,8,10,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.4403941515576344,0.8978045395707416
2019-08-08,13,14,18,26,31,37,Thursday,8,8,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.05064916883871264,0.9987165071710528
2019-08-06,3,7,23,27,38,41,Tuesday,8,6,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.3473052528448203,0.9377521321470804
2019-08-03,14,16,19,20,24,26,Saturday,8,3,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.8207634412072763,0.5712682150947923
2019-08-01,1,2,14,18,31,39,Thursday,8,1,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9795299412524945,0.20129852008866006
2019-07-30,9,11,22,30,35,41,Tuesday,7,30,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,0.9795299412524943,-0.20129852008866114
2019-07-27,5,9,16,17,31,32,Saturday,7,27,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
2019-07-25,3,10,13,22,27,32,Thursday,7,25,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
2019-07-23,1,4,7,22,30,32,Tuesday,7,23,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,-0.05064916883871355,-0.9987165071710528
2019-07-20,1,5,8,23,24,38,Saturday,7,20,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
2019-07-18,14,16,19,25,29,38,Thursday,7,18,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
2019-07-16,18,19,25,36,38,39,Tuesday,7,16,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.9948693233918952,-0.10116832198743204
2019-07-13,2,7,8,15,28,34,Saturday,7,13,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
2019-07-11,5,7,10,24,25,34,Thursday,7,11,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
2019-07-09,1,3,4,12,22,38,Tuesday,7,9,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.2506525322587204,0.9680771188662043
2019-07-06,10,11,12,17,29,35,Saturday,7,6,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
2019-07-04,1,5,19,22,25,38,Thursday,7,4,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.72479278722912
2019-07-02,8,16,18,28,31,37,Tuesday,7,2,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,0.39435585511331855
2019-06-29,7,10,13,18,26,28,Saturday,6,29,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
2019-06-27,3,16,19,20,28,31,Thursday,6,27,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2019-06-25,17,20,21,26,28,40,Tuesday,6,25,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.3473052528448203,-0.9377521321470804
2019-06-22,1,9,21,23,27,39,Saturday,6,22,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2019-06-20,6,8,25,29,36,42,Thursday,6,20,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2019-06-18,1,2,4,9,20,42,Tuesday,6,18,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.8743466161445822,-0.4853019625310808
2019-06-15,3,25,31,37,40,42,Saturday,6,15,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
2019-06-13,1,2,12,17,19,32,Thursday,6,13,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2019-06-11,7,8,19,27,35,36,Tuesday,6,11,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.6121059825476626,0.7907757369376989
2019-06-08,5,7,8,11,25,40,Saturday,6,8,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
2019-06-06,12,17,20,34,36,37,Thursday,6,6,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2019-06-04,4,9,14,21,37,41,Tuesday,6,4,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.6889669190756866,0.72479278722912
2019-06-01,6,9,19,25,32,40,Saturday,6,1,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2019-05-30,4,9,16,26,30,32,Thursday,5,30,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
2019-05-28,6,8,15,18,30,32,Tuesday,5,28,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.8207634412072763,-0.5712682150947924
2019-05-25,2,4,7,9,19,34,Saturday,5,25,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
2019-05-23,9,13,21,28,33,37,Thursday,5,23,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
2019-05-21,1,4,13,19,25,34,Tuesday,5,21,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.44039415155763423,-0.8978045395707417
2019-05-18,6,23,24,34,35,37,Saturday,5,18,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
2019-05-16,8,9,18,22,30,38,Thursday,5,16,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
2019-05-14,5,6,8,9,22,32,Tuesday,5,14,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9541392564000488,0.29936312297335804
2019-05-11,7,18,21,23,37,38,Saturday,5,11,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
2019-05-09,7,8,17,28,35,42,Thursday,5,9,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
2019-05-07,2,6,17,27,30,41,Tuesday,5,7,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,0.1514277775045767,0.9884683243281114
2019-05-04,5,9,14,16,22,40,Saturday,5,4,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
2019-05-02,13,18,20,23,28,34,Thursday,5,2,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
2019-04-30,17,18,19,25,26,33,Tuesday,4,30,18,-0.9009688679024194,-0.43388373911755757,-0.4999999999999998,0.8660254037844387,0.9795299412524943,-0.20129852008866114
2019-04-27,8,12,20,21,31,38,Saturday,4,27,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
2019-04-25,5,9,24,27,36,38,Thursday,4,25,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2019-04-23,16,18,20,22,31,37,Tuesday,4,23,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,-0.05064916883871355,-0.9987165071710528
2019-04-16,2,9,23,27,34,41,Tuesday,4,16,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.9948693233918952,-0.10116832198743204
2019-04-13,7,12,16,26,35,41,Saturday,4,13,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.8743466161445821,0.48530196253108104
2019-04-11,9,17,18,20,27,39,Thursday,4,11,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2019-04-09,3,4,16,31,35,38,Tuesday,4,9,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.2506525322587204,0.9680771188662043
2019-04-06,3,9,12,15,18,42,Saturday,4,6,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.3473052528448203,0.9377521321470804
2019-04-04,3,16,19,25,32,37,Thursday,4,4,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.72479278722912
2019-04-02,5,8,20,34,36,37,Tuesday,4,2,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.9189578116202306,0.39435585511331855
2019-03-30,2,6,13,15,21,35,Saturday,3,30,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.9795299412524943,-0.20129852008866114
2019-03-28,13,15,20,35,36,38,Thursday,3,28,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.8207634412072763,-0.5712682150947924
2019-03-26,26,31,38,40,41,42,Tuesday,3,26,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.5289640103269624,-0.8486442574947509
